Main Category,Item Type,Item Name,Quantity,Unit,Brand,Part Number,Subcategory,Supplier,Location,Reorder Threshold,Notes,Critical Item,In Stock,NEEDS_REVIEW,Original Row,,,,,,,,
Outdoor cleaning,Supply,Vinegar,3,Bottle,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,"2 under kitchen sink, 1 by milk cupboard",,,,,Nov 9,2025,TYPE_UNKNOWN; STOCK_UNCLEAR,202
Outdoor cleaning,Supply,Paintbrush,1,piece,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,QTY_BLANK; TYPE_UNKNOWN,203,
Outdoor cleaning,Supply,Tooth brushes,2,piece,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,TYPE_UNKNOWN,204,
Outdoor cleaning,Supply,Large sponges,2,piece,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,TYPE_UNKNOWN,205,
Outdoor cleaning,Supply,Various bungee cords,1,piece,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,QTY_BLANK; TYPE_UNKNOWN,206,
Outdoor cleaning,Supply,Bolt cutters,1,piece,,,,Tool,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,QTY_BLANK,207,
Outdoor cleaning,Supply,Boat hook #1: yellow and white brush,1,piece,,,,Item,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,QTY_BLANK,208,
Outdoor cleaning,Supply,"Boat hook #2: Stick, hook, yellow and blue brushes",1,piece,,,,Item,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,QTY_BLANK,209,
Outdoor cleaning,Supply,McLube,1,Bottle,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,TYPE_UNKNOWN,210,
Outdoor cleaning,Supply,WD40,1,Bottle,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,TYPE_UNKNOWN,211,
Outdoor cleaning,Supply,Silicone Spray,1,Bottle,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,TYPE_UNKNOWN,212,
Outdoor cleaning,Supply,Tectyl Spray,1,Bottle,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_INVALID,Stern bench,,,,,UNKNOWN,TYPE_UNKNOWN; STOCK_UNKNOWN,213,
Outdoor cleaning,Supply,CorrosionX,1,Bottle,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,Stern bench,,,,,Yes,TYPE_UNKNOWN,214,
Outdoor cleaning,Supply,Baracle buster,2,Bottle,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,Under Brad's outside seat (in front of galley window),,,,,Yes,TYPE_UNKNOWN,215,
Outdoor cleaning,Supply,Bilge cleaner + 2 brushes,1,Bottle,,,,UNKNOWN,Stern bench,0,No,No,,STOCK_UNKNOWN,Under Brad's outside seat (in front of galley window),,,,,Yes,TYPE_UNKNOWN,216,
Outdoor cleaning,Supply,6 ft NEMA cable,1,piece,,,,,Stbd top draw forward of bathroom,0,No,No,,,218,,,,,,,,
Eletrical and gadgets,Supply,NEMA splitter / 3way,1,piece,,,,,Stbd top draw forward of bathroom,0,No,No,,,219,,,,,,,,
Eletrical and gadgets,Tool,20 ft RJ45 cable,1,piece,,,,,Stbd top draw forward of bathroom,0,No,No,,,220,,,,,,,,
Eletrical and gadgets,Tool,multi meter,1,piece,,,,,TBD,0,No,No,,NO_LOCATION,221,,,,,,,,
Eletrical and gadgets,Tool,Power adaptors,1,piece,,,,,Stbd top draw forward of bathroom,0,No,No,,,222,,,,,,,,
Eletrical and gadgets,Tool,Power transform,1,piece,,,,,Stbd top draw forward of bathroom,0,No,No,,,223,,,,,,,,
Eletrical and gadgets,Supply,EU plugs,3,piece,,,,,Port storage 0,0,No,No,,,224,,,,,,,,
Eletrical and gadgets,Tool,4 gauge 4 wire electrical cord,4,foot,,,,,Port storage 0,0,No,No,,,225,,,,,,,,
Eletrical and gadgets,Tool,14 awg 3 wire,1,meter,,,,,Port storage 0,0,No,No,,,226,,,,,,,,
Eletrical and gadgets,Tool,Electric extension cord - 15 ft and 9 ft,2,piece,,,,,Port storage,0,No,No,,,227,,,,,,,,
Eletrical and gadgets,item,Shore power cord - 125/50 amp,1,piece,,,,,black bin - port forepeak,0,No,No,,,228,,,,,,,,
Other,Supply,AAA batteries,19,piece,,,,,Nav Station Stbd Top,0,No,No,,,231,,,,,,,,
Other,Supply,AA batteries,6,piece,,,,,Nav Station Stbd Top,0,No,No,,,232,,,,,,,,
Other,Supply,C batteries,2,piece,,,,,Nav Station Stbd Top,0,No,No,,,233,,,,,,,,
Other,Tool,Air Horn,1,piece,,,,,Upper Helm,0,No,No,,,234,,,,,,,,
Other,Supply,CR1632,8,piece,,CR1632,,,Nav Station Stbd Top,0,No,No,,,235,,,,,,,,
Other,Supply,CR2032,1,piece,,CR2032,,,Nav Station Stbd Top,0,No,No,,,236,,,,,,,,
Other,Supply,AG13/LR44 for caliper,2,piece,,,,,Nav Station Stbd Top,0,No,No,,,237,,,,,,,,
Other,Item,Hatch covers (grey cloth),10,piece,,,,,Under Brad's outside seat (in front of galley window),0,No,No,,,238,,,,,,,,
Other,Item,Winch covers (grey cloth) - 1 is larger,6,piece,,,,,Under Brad's outside seat (in front of galley window),0,No,No,,,239,,,,,,,,
Other,Item,Dagger board covers (grey cloth) and straps,2,piece,,,,,Under Brad's outside seat (in front of galley window),0,No,No,,,240,,,,,,,,
Other,Item,snap covers for helm station,2,piece,,,,,Under Brad's outside seat (in front of galley window),0,No,No,,,241,,,,,,,,
Other,Item,dingy cover,1,piece,,,,,Under Brad's outside seat (in front of galley window),0,No,No,,,242,,,,,,,,
Other,Tool,"air pumps - 1 from Suzemar dingy, one BOTE",2,piece,Bote,,,,Under Brad's outside seat (in front of galley window),0,No,No,,,243,,,,,,,,
Other,Item,BOTE manual air pumps (2 for SUP and 2 for chairs in mesh BOTE bag),4,piece,Bote,,,,STBD forepeak,0,No,No,,,244,,,,,,,,
Lines and line-related,Item,Small soft shackles,2,piece,,,,,Saloon starboard drawer (below sofa),0,No,No,,,248,,,,,,,,
Lines and line-related,Item,medium soft shackles,2,piece,,,,,Saloon starboard drawer (below sofa),0,No,No,,,249,,,,,,,,
Lines and line-related,Item,black supplemental ropes with loop on end,4,piece,,,,,2 in black bin in port forepeak; 2 more...we left near stern bench?,0,No,No,,,250,,,,,,,,
Multiple,Item,heavy loops to secure corners of boat to cement blocks in boatyard,4,piece,,,Decommissioning/boatyard,,black bin - port forepeak,0,No,No,,,252,,,,,,,,
Multiple,Item,black utility lines,2,piece,,,,,black bin - port forepeak,0,No,No,,,253,,,,,,,,
Multiple,Item,lines to secure boom in boatyard,2,piece,,,Decommissioning/boatyard,,black bin - port forepeak,0,No,No,,,254,,,,,,,,
Multiple,Item,straps for Tiki board - with carabiners on ends,2,piece,,,,,black bin - port forepeak,0,No,No,,,255,,,,,,,,
As of Nov 13,Item,BOTE manual air pumps (2 for SUP and 2 for chairs in mesh BOTE bag),4,piece,,,Bote,,0,0,No,No,,STOCK_UNKNOWN,Yes,,259,,,,,,
As of Nov 13,Item,white awning,1,piece,,,,,0,0,No,No,,STOCK_UNKNOWN,Yes,TYPE_UNKNOWN,260,,,,,,
As of Nov 13,Item,STBD enclosure we're not using (for beside helm),1,piece,,,,,0,0,No,No,,STOCK_UNKNOWN,Yes,,261,,,,,,
As of Nov 13,Item,long bag (for enclosures) - grey tarp like material,1,piece,,,,,0,0,No,No,,STOCK_UNKNOWN,Yes,,262,,,,,,
As of Nov 13,Item,Mantus diving - 2 large dry bags; regulators (inside one bag); 2 mini tanks; 2 vests for tanks,2,piece,,,Mantus,,0,0,No,No,,STOCK_UNKNOWN,Yes,,263,,,,,,
As of Nov 13,Item,swim ladder (when not in use),1,piece,,,,,0,0,No,No,,STOCK_UNKNOWN,Yes,,264,,,,,,
As of Nov 13,Item,back boards,4,piece,,,,,0,0,No,No,,STOCK_UNKNOWN,Yes,,265,,,,,,
As of Nov 13,Item,knee pads,2,piece,,,,,0,0,No,No,,STOCK_UNKNOWN,Yes,TYPE_UNKNOWN,266,,,,,,
As of Nov 13,Item,Yeti cooler,1,piece,,,Yeti,,0,0,No,No,,STOCK_UNKNOWN,Yes,,267,,,,,,
As of Nov 13,Item,shore power cords,2,piece,,,,,0,0,No,No,,STOCK_UNKNOWN,Yes,TYPE_UNKNOWN,268,,,,,,
As of Nov 13,Item,shore power extension/adapters,2,piece,,,,,0,0,No,No,,STOCK_UNKNOWN,Yes,TYPE_UNKNOWN,269,,,,,,
As of Nov 13,Item,flat grey fender for stern of boat in marinas,1,piece,,,,,0,0,No,No,,STOCK_UNKNOWN,Yes,TYPE_UNKNOWN,270,,,,,,
As of Nov 13,Item,anchor marker - white triangle,1,piece,,,,,0,0,No,No,,STOCK_UNKNOWN,Yes,QTY_BLANK,271,,,,,,
